project_id,project_name,project_type,state,district,project_manager_id,village_count,land_area_acres,affected_families,total_landowners,project_budget,planned_start_date,planned_completion_date,current_stage,project_status,created_at,updated_at
LG-000771,Rajouri Dam Bypass Construction,Dam,Jammu and Kashmir,Rajouri,USR-00939,26,4715.8,3515,8240,94396013903.34,2020-12-11,2025-12-10,Final Handover,On Hold,2020-12-11 09:00:00,2021-03-19 09:00:00
LG-000772,Ramban Power Project Expressway Development,Power Project,Jammu and Kashmir,Ramban,USR-00921,26,7191.81,1386,2374,54451493360.89,2020-04-21,2024-04-20,Approval,Active,2020-04-21 09:00:00,2020-05-21 09:00:00
LG-000773,Reasi Power Project Freight Corridor Expansion,Power Project,Jammu and Kashmir,Reasi,USR-00921,24,1710.27,4658,8561,1338584266.59,2021-09-01,2023-09-01,Approval,Completed,2021-09-01 09:00:00,2021-12-26 09:00:00
LG-000774,Samba Highway Expressway Development,Highway,Jammu and Kashmir,Samba,USR-00939,13,1417.46,2119,3817,39878562658.71,2019-08-12,2024-08-10,Compensation,Active,2019-08-12 09:00:00,2020-04-25 09:00:00
LG-000775,Shopian Metro Industrial Cluster Feeder,Metro,Jammu and Kashmir,Shopian,USR-00876,6,2248.73,2366,4208,21738609971.94,2020-12-20,2025-12-19,Possession,Active,2020-12-20 09:00:00,2021-07-30 09:00:00
LG-000776,Srinagar Power Project Ring Road Phase II,Power Project,Jammu and Kashmir,Srinagar,USR-00876,17,3876.05,2936,5805,18434524304.48,2023-06-09,2029-06-07,Land Identification,Active,2023-06-09 09:00:00,2023-11-12 09:00:00
LG-000777,Udhampur Highway Industrial Cluster Feeder,Highway,Jammu and Kashmir,Udhampur,USR-00939,40,8989.59,1096,1508,43606181184.77,2019-06-26,2022-06-25,Final Handover,Active,2019-06-26 09:00:00,2020-03-01 09:00:00
LG-000778,Kargil Railway Freight Corridor Expansion,Railway,Ladakh,Kargil,USR-01016,31,4839.66,1637,2895,3761171515.43,2024-09-09,2030-09-08,Survey,Active,2024-09-09 09:00:00,2025-06-06 09:00:00
LG-000779,Leh Highway Expressway Development,Highway,Ladakh,Leh,USR-01016,24,2335.52,704,1365,16778829675.48,2019-03-10,2025-03-08,Compensation,Completed,2019-03-10 09:00:00,2019-07-28 09:00:00
LG-000780,Lakshadweep Railway Industrial Cluster Feeder,Railway,Lakshadweep,Lakshadweep,USR-00950,17,2316.61,3869,9368,76450008320.39,2020-06-04,2023-06-04,Final Handover,Active,2020-06-04 09:00:00,2021-02-17 09:00:00
LG-000781,Karaikal Railway Freight Corridor Expansion,Railway,Puducherry,Karaikal,USR-00906,3,7441.23,1132,2263,21608211699.75,2024-04-24,2029-04-23,Approval,On Hold,2024-04-24 09:00:00,2024-09-17 09:00:00
LG-000782,Mahe Railway Expressway Development,Railway,Puducherry,Mahe,USR-00929,27,3135.86,2953,6602,57346003774.88,2022-04-16,2024-04-15,Legal Resolution,Active,2022-04-16 09:00:00,2022-04-28 09:00:00
LG-000783,Puducherry Metro Expressway Development,Metro,Puducherry,Puducherry,USR-00892,30,5516.69,3164,7047,86809735319.2,2024-10-23,2030-10-22,Legal Resolution,Completed,2024-10-23 09:00:00,2024-12-24 09:00:00
LG-000784,Yanam Highway Ring Road Phase II,Highway,Puducherry,Yanam,USR-00929,25,5644.42,2607,6034,16191884968.58,2019-08-12,2024-08-10,Legal Resolution,Completed,2019-08-12 09:00:00,2020-02-02 09:00:00
LG-000785,Ratlam Canal Power Grid Link,Canal,Madhya Pradesh,Ratlam,USR-00974,25,3831.99,2658,3442,71107311746.37,2018-11-28,2022-11-27,Approval,Active,2018-11-28 09:00:00,2019-07-05 09:00:00
LG-000786,Sonbhadra Highway Bypass Construction,Highway,Uttar Pradesh,Sonbhadra,USR-00910,31,3994.94,3125,4726,35714965754.13,2022-03-07,2024-03-06,Notification,Active,2022-03-07 09:00:00,2022-07-15 09:00:00
LG-000787,Ambedkar Nagar Urban Development Smart City Water Network,Urban Development,Uttar Pradesh,Ambedkar Nagar,USR-00919,19,8018.05,4366,7712,83852061524.19,2018-10-04,2020-10-03,Possession,Active,2018-10-04 09:00:00,2018-10-28 09:00:00
LG-000788,Tonk Water Supply Smart City Water Network,Water Supply,Rajasthan,Tonk,USR-00907,10,2401.94,4373,5285,87164510839.11,2020-09-20,2025-09-19,Final Handover,Completed,2020-09-20 09:00:00,2021-04-16 09:00:00
LG-000789,Kanker Industrial Corridor Greenfield Connector,Industrial Corridor,Chhattisgarh,Kanker,USR-00902,22,9972.76,1714,2363,70194791121.79,2018-01-11,2023-01-10,Approval,Active,2018-01-11 09:00:00,2018-11-02 09:00:00
LG-000790,Kanker Power Project Power Grid Link,Power Project,Chhattisgarh,Kanker,USR-00965,28,852.59,3557,8616,67998940797.88,2024-09-05,2030-09-04,Approval,Active,2024-09-05 09:00:00,2025-01-02 09:00:00
LG-000791,Dibrugarh Industrial Corridor Smart City Water Network,Industrial Corridor,Assam,Dibrugarh,USR-00909,16,7449.98,3543,6528,62168252959.4,2024-11-10,2030-11-09,Documentation,Active,2024-11-10 09:00:00,2025-01-04 09:00:00
LG-000792,Kheri Dam Greenfield Connector,Dam,Uttar Pradesh,Kheri,USR-00919,3,877.86,1697,1883,58434389976.69,2022-10-10,2026-10-09,Land Identification,Active,2022-10-10 09:00:00,2023-05-07 09:00:00
LG-000793,Anupgarh Highway Industrial Cluster Feeder,Highway,Rajasthan,Anupgarh,USR-01018,24,949.29,1441,2924,54200428835.81,2021-03-22,2023-03-22,Final Handover,Active,2021-03-22 09:00:00,2021-11-14 09:00:00
LG-000794,Narayanpet Railway Greenfield Connector,Railway,Telangana,Narayanpet,USR-00893,10,6005.94,859,1692,67814652042.37,2024-06-08,2028-06-07,Land Identification,Active,2024-06-08 09:00:00,2024-07-04 09:00:00
LG-000795,Kurnool Airport Freight Corridor Expansion,Airport,Andhra Pradesh,Kurnool,USR-00935,13,2508.32,2298,2837,28120708150.37,2022-08-28,2025-08-27,Documentation,Active,2022-08-28 09:00:00,2023-02-09 09:00:00
LG-000796,Hooghly Railway Irrigation Modernization,Railway,West Bengal,Hooghly,USR-00873,24,9679.99,3167,7883,74309179354.36,2019-04-08,2021-04-07,Legal Resolution,Completed,2019-04-08 09:00:00,2019-06-21 09:00:00
LG-000797,Hapur Water Supply Bypass Construction,Water Supply,Uttar Pradesh,Hapur,USR-00919,24,8061.37,2302,4936,97194065866.78,2022-07-12,2028-07-10,Approval,Completed,2022-07-12 09:00:00,2022-09-17 09:00:00
LG-000798,Tapi Highway Expressway Development,Highway,Gujarat,Tapi,USR-00975,18,1566.79,536,1097,42849456904.6,2020-08-22,2024-08-21,Survey,Active,2020-08-22 09:00:00,2021-06-14 09:00:00
LG-000799,Banaskantha Highway Greenfield Connector,Highway,Gujarat,Banaskantha,USR-00897,2,6512.47,470,1010,40573596537.73,2022-11-17,2024-11-16,Possession,Active,2022-11-17 09:00:00,2023-05-04 09:00:00
LG-000800,Bharuch Airport Expressway Development,Airport,Gujarat,Bharuch,USR-00938,39,5079.07,3250,7235,53017589471.68,2018-08-16,2022-08-15,Approval,Active,2018-08-16 09:00:00,2018-10-24 09:00:00
LG-000801,Balaghat Canal Smart City Water Network,Canal,Madhya Pradesh,Balaghat,USR-00940,18,6247.44,2969,5264,2909895059.09,2021-12-17,2025-12-16,Land Identification,Active,2021-12-17 09:00:00,2022-06-28 09:00:00
LG-000802,Ludhiana Railway Irrigation Modernization,Railway,Punjab,Ludhiana,USR-00957,37,8262.31,2381,3518,70316574980.91,2019-02-19,2022-02-18,Survey,Completed,2019-02-19 09:00:00,2019-05-24 09:00:00
LG-000803,Jalgaon Highway Irrigation Modernization,Highway,Maharashtra,Jalgaon,USR-00875,1,3296.74,1675,3820,99167421745.97,2018-10-25,2024-10-23,Survey,Active,2018-10-25 09:00:00,2019-05-28 09:00:00
LG-000804,Kollam Dam Metro Line Extension,Dam,Kerala,Kollam,USR-00937,22,3706.25,2545,6050,18985159632.19,2022-12-20,2026-12-19,Land Identification,Active,2022-12-20 09:00:00,2023-01-30 09:00:00
LG-000805,Dudu Airport Metro Line Extension,Airport,Rajasthan,Dudu,USR-00943,21,7091.25,1111,1697,92613079610.56,2018-10-21,2023-10-20,Survey,Active,2018-10-21 09:00:00,2019-06-17 09:00:00
LG-000806,Baloda Bazar Water Supply Irrigation Modernization,Water Supply,Chhattisgarh,Baloda Bazar,USR-01010,24,6840.6,1226,2059,95255455495.52,2021-03-24,2025-03-23,Notification,Active,2021-03-24 09:00:00,2021-08-04 09:00:00
LG-000807,Kozhikode Urban Development Irrigation Modernization,Urban Development,Kerala,Kozhikode,USR-00937,5,8780.62,3285,7895,80506155598.5,2024-10-06,2027-10-06,Possession,Cancelled,2024-10-06 09:00:00,2024-12-28 09:00:00
LG-000808,Niwari Railway Metro Line Extension,Railway,Madhya Pradesh,Niwari,USR-00878,32,5309.53,2242,3359,19617417626.46,2022-02-01,2026-01-31,Approval,Active,2022-02-01 09:00:00,2022-05-07 09:00:00
LG-000809,Thane Highway Irrigation Modernization,Highway,Maharashtra,Thane,USR-00885,40,5165.26,780,1094,95132237733.14,2020-08-07,2026-08-06,Objection/Hearing,Active,2020-08-07 09:00:00,2020-11-27 09:00:00
LG-000810,Bulandshahr Canal Freight Corridor Expansion,Canal,Uttar Pradesh,Bulandshahr,USR-00919,13,246.91,4991,7773,299660014.33,2021-02-27,2025-02-26,R&R,Cancelled,2021-02-27 09:00:00,2021-05-25 09:00:00
LG-000811,Mehsana Power Project Power Grid Link,Power Project,Gujarat,Mehsana,USR-00975,29,595.63,3064,6423,10274061420.83,2020-01-18,2024-01-17,Compensation,Active,2020-01-18 09:00:00,2020-08-23 09:00:00
LG-000812,Subarnapur Highway Irrigation Modernization,Highway,Odisha,Subarnapur,USR-00933,8,1774.3,4820,6862,65378780496.11,2018-04-14,2023-04-13,Land Identification,Active,2018-04-14 09:00:00,2018-09-29 09:00:00
LG-000813,Sikar Railway Power Grid Link,Railway,Rajasthan,Sikar,USR-00912,29,933.3,1159,2135,74362985136.85,2021-08-03,2024-08-02,Final Handover,Active,2021-08-03 09:00:00,2022-05-20 09:00:00
LG-000814,Barpeta Metro Freight Corridor Expansion,Metro,Assam,Barpeta,USR-00909,40,4109.45,787,1030,70323535091.5,2024-11-22,2027-11-22,Objection/Hearing,Active,2024-11-22 09:00:00,2025-04-21 09:00:00
LG-000815,Deeg Canal Greenfield Connector,Canal,Rajasthan,Deeg,USR-01004,23,5335.94,2031,5022,26209254502.18,2018-01-06,2021-01-05,R&R,Active,2018-01-06 09:00:00,2018-08-30 09:00:00
LG-000816,Sarangarh-Bilaigarh Metro Greenfield Connector,Metro,Chhattisgarh,Sarangarh-Bilaigarh,USR-01010,19,2111.43,4036,4569,41419576642.49,2022-10-28,2027-10-27,Notification,Completed,2022-10-28 09:00:00,2023-08-10 09:00:00
LG-000817,Jorhat Highway Metro Line Extension,Highway,Assam,Jorhat,USR-00909,38,3796.37,618,1041,2692826995.7,2022-07-12,2027-07-11,Legal Resolution,Completed,2022-07-12 09:00:00,2022-09-24 09:00:00
LG-000818,Sonbhadra Canal Ring Road Phase II,Canal,Uttar Pradesh,Sonbhadra,USR-00919,27,306.94,1600,1844,91789657478.77,2022-10-10,2026-10-09,Approval,Active,2022-10-10 09:00:00,2023-04-26 09:00:00
LG-000819,Alipurduar Canal Expressway Development,Canal,West Bengal,Alipurduar,USR-00984,22,9745.56,1455,2038,71641869981.09,2023-03-07,2029-03-05,Compensation,Active,2023-03-07 09:00:00,2023-09-24 09:00:00
LG-000820,Fatehpur Highway Expressway Development,Highway,Uttar Pradesh,Fatehpur,USR-00919,25,7994.23,3585,5043,3266782705.27,2020-03-25,2026-03-24,R&R,On Hold,2020-03-25 09:00:00,2020-04-17 09:00:00
LG-000821,Balaghat Metro Freight Corridor Expansion,Metro,Madhya Pradesh,Balaghat,USR-00956,39,5103.45,347,429,55973758600.66,2018-03-19,2023-03-18,Legal Resolution,Active,2018-03-19 09:00:00,2018-05-12 09:00:00
LG-000822,Darbhanga Canal Greenfield Connector,Canal,Bihar,Darbhanga,USR-01005,12,6851.24,116,175,56784172329.78,2021-06-11,2025-06-10,Objection/Hearing,Active,2021-06-11 09:00:00,2021-11-26 09:00:00
LG-000823,Adilabad Urban Development Smart City Water Network,Urban Development,Telangana,Adilabad,USR-00945,13,5421.9,1581,2123,89330306613.5,2021-07-26,2024-07-25,Notification,Active,2021-07-26 09:00:00,2022-01-19 09:00:00
LG-000824,Nanded Highway Greenfield Connector,Highway,Maharashtra,Nanded,USR-00885,15,1889.6,1366,3020,62295876889.21,2021-06-05,2026-06-04,R&R,Active,2021-06-05 09:00:00,2021-12-12 09:00:00
LG-000825,Purnia Industrial Corridor Freight Corridor Expansion,Industrial Corridor,Bihar,Purnia,USR-00994,8,7069.39,1573,1886,39707111896.43,2022-09-03,2026-09-02,Objection/Hearing,Active,2022-09-03 09:00:00,2022-10-20 09:00:00
LG-000826,Ganjam Highway Greenfield Connector,Highway,Odisha,Ganjam,USR-00933,6,6807.57,2975,5140,16827980268.66,2023-01-04,2029-01-02,Documentation,Completed,2023-01-04 09:00:00,2023-07-13 09:00:00
LG-000827,Papum Pare Railway Expressway Development,Railway,Arunachal Pradesh,Papum Pare,USR-00874,10,3905.09,913,1984,85331448564.62,2021-05-06,2025-05-05,Documentation,Active,2021-05-06 09:00:00,2021-05-18 09:00:00
LG-000828,Pilibhit Highway Irrigation Modernization,Highway,Uttar Pradesh,Pilibhit,USR-00910,7,5251.46,1981,4383,47794673093.98,2024-04-09,2027-04-09,Land Identification,Active,2024-04-09 09:00:00,2024-10-11 09:00:00
LG-000829,Bengaluru Rural Industrial Corridor Freight Corridor Expansion,Industrial Corridor,Karnataka,Bengaluru Rural,USR-00934,17,6679.59,955,1652,74596322271.91,2018-10-15,2023-10-14,Survey,Active,2018-10-15 09:00:00,2019-03-30 09:00:00
LG-000830,Salem Railway Industrial Cluster Feeder,Railway,Tamil Nadu,Salem,USR-00888,10,2684.72,4281,7095,17672346787.62,2020-12-16,2025-12-15,Survey,Completed,2020-12-16 09:00:00,2021-01-30 09:00:00
LG-000831,Bhind Metro Industrial Cluster Feeder,Metro,Madhya Pradesh,Bhind,USR-00940,21,222.83,4778,8463,74933481103.0,2021-06-13,2027-06-12,Compensation,Completed,2021-06-13 09:00:00,2021-08-12 09:00:00
LG-000832,Fazilka Railway Industrial Cluster Feeder,Railway,Punjab,Fazilka,USR-00957,23,3799.89,1346,2735,5069418976.31,2022-11-15,2024-11-14,Final Handover,Active,2022-11-15 09:00:00,2023-03-02 09:00:00
LG-000833,Bhilwara Dam Expressway Development,Dam,Rajasthan,Bhilwara,USR-00943,3,1273.12,4581,7213,62235550838.14,2024-10-24,2026-10-24,Legal Resolution,Completed,2024-10-24 09:00:00,2025-07-30 09:00:00
LG-000834,Bhavnagar Highway Metro Line Extension,Highway,Gujarat,Bhavnagar,USR-00897,14,6323.07,3621,4327,67620768861.6,2021-11-11,2026-11-10,Notification,Active,2021-11-11 09:00:00,2022-04-07 09:00:00
LG-000835,Darjeeling Canal Bypass Construction,Canal,West Bengal,Darjeeling,USR-00925,35,8239.24,2688,6391,95857800159.96,2024-05-06,2029-05-05,Approval,On Hold,2024-05-06 09:00:00,2024-05-27 09:00:00
LG-000836,Bhadohi Canal Bypass Construction,Canal,Uttar Pradesh,Bhadohi,USR-00919,7,6572.2,4102,9804,2294411857.48,2020-03-22,2023-03-22,Legal Resolution,Active,2020-03-22 09:00:00,2020-05-15 09:00:00
LG-000837,Shravasti Highway Power Grid Link,Highway,Uttar Pradesh,Shravasti,USR-00919,2,609.13,1406,2520,30366213589.07,2018-02-19,2023-02-18,Possession,Active,2018-02-19 09:00:00,2018-03-24 09:00:00
LG-000838,Meerut Industrial Corridor Ring Road Phase II,Industrial Corridor,Uttar Pradesh,Meerut,USR-00919,30,1282.66,3267,5635,56931136823.88,2022-04-07,2024-04-06,Compensation,Active,2022-04-07 09:00:00,2022-07-16 09:00:00
LG-000839,Tonk Industrial Corridor Ring Road Phase II,Industrial Corridor,Rajasthan,Tonk,USR-00943,32,4652.22,4888,6672,40275434728.63,2020-05-24,2025-05-23,Final Handover,On Hold,2020-05-24 09:00:00,2020-11-18 09:00:00
LG-000840,Rampur Railway Irrigation Modernization,Railway,Uttar Pradesh,Rampur,USR-00919,19,4860.41,2820,6102,36151242670.4,2019-12-06,2025-12-04,Documentation,Active,2019-12-06 09:00:00,2020-07-28 09:00:00
LG-000841,Aurangabad Railway Bypass Construction,Railway,Bihar,Aurangabad,USR-01002,31,1093.22,3340,5954,25887697263.95,2018-03-05,2021-03-04,Compensation,Completed,2018-03-05 09:00:00,2018-10-19 09:00:00
LG-000842,Kheda Power Project Ring Road Phase II,Power Project,Gujarat,Kheda,USR-00988,3,9974.29,4386,6577,61427465647.6,2020-04-03,2023-04-03,Notification,Active,2020-04-03 09:00:00,2020-05-23 09:00:00
LG-000843,Baksa Industrial Corridor Bypass Construction,Industrial Corridor,Assam,Baksa,USR-01014,30,3263.5,3582,8000,93778707497.23,2020-12-09,2023-12-09,Possession,Active,2020-12-09 09:00:00,2021-06-09 09:00:00
LG-000844,Dewas Airport Irrigation Modernization,Airport,Madhya Pradesh,Dewas,USR-00878,19,3293.97,553,724,7844580110.71,2022-10-19,2027-10-18,Objection/Hearing,Active,2022-10-19 09:00:00,2023-02-04 09:00:00
LG-000845,Shajapur Highway Ring Road Phase II,Highway,Madhya Pradesh,Shajapur,USR-00940,9,8602.29,1605,3383,77871300051.12,2024-02-04,2026-02-03,Compensation,Active,2024-02-04 09:00:00,2024-04-03 09:00:00
LG-000846,Hassan Industrial Corridor Smart City Water Network,Industrial Corridor,Karnataka,Hassan,USR-00934,12,232.54,3688,5837,65429239335.1,2018-05-01,2023-04-30,Documentation,Active,2018-05-01 09:00:00,2018-07-17 09:00:00
LG-000847,Hamirpur Metro Industrial Cluster Feeder,Metro,Uttar Pradesh,Hamirpur,USR-00910,17,2188.31,226,346,8547007571.85,2023-06-22,2029-06-20,Survey,On Hold,2023-06-22 09:00:00,2024-03-06 09:00:00
LG-000848,Mandsaur Railway Greenfield Connector,Railway,Madhya Pradesh,Mandsaur,USR-00956,2,3010.43,11,49,4956360020.88,2018-06-02,2020-06-01,Survey,Cancelled,2018-06-02 09:00:00,2018-11-01 09:00:00
LG-000849,Ramanagara Highway Ring Road Phase II,Highway,Karnataka,Ramanagara,USR-00924,33,4268.51,279,438,16978549753.25,2022-06-24,2025-06-23,Possession,Active,2022-06-24 09:00:00,2022-09-12 09:00:00
LG-000850,Barmer Highway Irrigation Modernization,Highway,Rajasthan,Barmer,USR-01004,24,6800.76,4938,7218,20835491827.89,2023-03-13,2026-03-12,Possession,Completed,2023-03-13 09:00:00,2023-12-10 09:00:00
LG-000851,Balrampur Urban Development Bypass Construction,Urban Development,Chhattisgarh,Balrampur,USR-00911,15,9648.0,121,300,43025897671.35,2018-10-19,2022-10-18,Final Handover,Active,2018-10-19 09:00:00,2019-04-27 09:00:00
LG-000852,Etawah Water Supply Ring Road Phase II,Water Supply,Uttar Pradesh,Etawah,USR-00919,28,1967.5,3722,5144,26427888094.97,2024-07-10,2028-07-09,Land Identification,Active,2024-07-10 09:00:00,2024-12-27 09:00:00
LG-000853,Morigaon Highway Expressway Development,Highway,Assam,Morigaon,USR-00909,3,9691.02,4012,6298,10372828608.62,2021-02-20,2025-02-19,Compensation,Completed,2021-02-20 09:00:00,2021-05-22 09:00:00
LG-000854,Anantnag Industrial Corridor Bypass Construction,Industrial Corridor,Jammu and Kashmir,Anantnag,USR-00939,30,1059.15,1000,2512,10149788691.02,2018-09-09,2024-09-07,Compensation,Active,2018-09-09 09:00:00,2019-03-18 09:00:00
LG-000855,Basti Dam Industrial Cluster Feeder,Dam,Uttar Pradesh,Basti,USR-00910,14,951.03,1083,2170,69562978166.27,2019-10-27,2022-10-26,Compensation,Active,2019-10-27 09:00:00,2020-03-02 09:00:00
LG-000856,Mahisagar Dam Smart City Water Network,Dam,Gujarat,Mahisagar,USR-00886,4,773.03,486,667,88553196882.52,2023-04-04,2029-04-02,Approval,Active,2023-04-04 09:00:00,2023-08-11 09:00:00
LG-000857,East Godavari Power Project Irrigation Modernization,Power Project,Andhra Pradesh,East Godavari,USR-00935,26,1232.63,1957,3549,24268169138.68,2020-02-18,2022-02-17,Possession,Active,2020-02-18 09:00:00,2020-09-28 09:00:00
LG-000858,Gautam Buddha Nagar Metro Metro Line Extension,Metro,Uttar Pradesh,Gautam Buddha Nagar,USR-00910,11,752.06,4062,10066,21798286487.78,2024-12-19,2030-12-18,Possession,Active,2024-12-19 09:00:00,2025-08-16 09:00:00
LG-000859,Nalgonda Highway Irrigation Modernization,Highway,Telangana,Nalgonda,USR-00945,24,9679.55,1582,2675,27856179964.92,2020-12-28,2025-12-27,Objection/Hearing,Active,2020-12-28 09:00:00,2021-06-20 09:00:00
LG-000860,Aligarh Power Project Power Grid Link,Power Project,Uttar Pradesh,Aligarh,USR-00919,11,8559.72,2812,4654,82319782980.42,2023-07-21,2029-07-19,Approval,Active,2023-07-21 09:00:00,2023-09-29 09:00:00
LG-000861,Bareilly Urban Development Metro Line Extension,Urban Development,Uttar Pradesh,Bareilly,USR-00910,37,6550.35,2896,4134,48394393514.04,2018-04-26,2020-04-25,Compensation,Completed,2018-04-26 09:00:00,2018-05-13 09:00:00
LG-000862,Majuli Highway Industrial Cluster Feeder,Highway,Assam,Majuli,USR-00967,28,9808.06,4563,8528,48913058720.57,2024-02-14,2026-02-13,Notification,Completed,2024-02-14 09:00:00,2024-03-31 09:00:00
LG-000863,Morena Highway Smart City Water Network,Highway,Madhya Pradesh,Morena,USR-00974,9,7885.25,886,2117,73080508710.29,2023-12-23,2026-12-22,Objection/Hearing,Completed,2023-12-23 09:00:00,2024-04-09 09:00:00
LG-000864,Munger Industrial Corridor Bypass Construction,Industrial Corridor,Bihar,Munger,USR-00994,13,153.28,4954,10920,28968544748.85,2020-12-02,2024-12-01,Land Identification,Active,2020-12-02 09:00:00,2021-01-20 09:00:00
LG-000865,Kaushambi Urban Development Industrial Cluster Feeder,Urban Development,Uttar Pradesh,Kaushambi,USR-00919,15,473.92,4636,7626,60794588190.96,2023-08-22,2027-08-21,Land Identification,Active,2023-08-22 09:00:00,2023-10-30 09:00:00
LG-000866,Phalodi Canal Greenfield Connector,Canal,Rajasthan,Phalodi,USR-01018,19,4798.57,3619,6302,32741447408.28,2024-08-12,2030-08-11,Notification,Completed,2024-08-12 09:00:00,2024-11-01 09:00:00
LG-000867,Dindori Canal Ring Road Phase II,Canal,Madhya Pradesh,Dindori,USR-00878,32,5838.0,4239,4792,12777937655.76,2019-07-01,2022-06-30,Approval,Active,2019-07-01 09:00:00,2019-11-16 09:00:00
